County Name,Median Home Price,FIPS,Population,Median Income,Housing Affordability Index,Classification
"Polk County, Nebraska",171220,31143,5223,66486,38.83074407195421,Rural
"Marshall County, Minnesota",171060,27089,9082,64239,37.55349000350754,Rural
"Heard County, Georgia",171000,13149,11440,55635,32.53508771929825,Urban
"Vance County, North Carolina",170950,37181,42650,45243,26.46563323,Rural
"Gladwin County, Michigan",170930,26051,25344,48279,28.24489557128649,Rural
"Wyoming County, New York",170880,36121,40679,60013,35.11996722846442,Rural
"Rusk County, Wisconsin",170780,55107,14182,51978,30.435648202365616,Rural
"Upson County, Georgia",170740,13293,27424,43257,25.3350123,Rural
"Clinton County, Iowa",170700,19045,46589,56345,33.008201523140016,Rural
"Union County, New Mexico",170430,35059,4122,37443,21.96972364020419,Rural
"Grayson County, Kentucky",170410,21085,26351,40839,23.96514289067543,Rural
"Noble County, Oklahoma",170410,40103,11020,62910,36.91684760284021,Rural
"Monroe County, Missouri",170400,29137,8643,46441,27.25410798122066,Rural
"Carter County, Oklahoma",170270,40019,48102,52906,31.07182709813825,Rural
"McNairy County, Tennessee",170210,47109,25916,42691,25.081370072263677,Rural
"Peoria County, Illinois",170170,17143,182439,58426,34.333901392724925,Suburban
"Cherry County, Nebraska",170120,31031,5505,57719,33.928403479896545,Rural
"Pierce County, North Dakota",170070,38069,4038,59803,35.16375610042923,Rural
"Crockett County, Texas",169990,48105,2939,52731,31.020060003529625,Rural
"Howard County, Texas",169990,48227,34620,60260,35.44914406729808,Rural
"Roscommon County, Michigan",169930,26143,23458,46218,27.198258106279056,Rural
"Fayette County, Ohio",169890,39047,28897,52964,31.17546647830949,Rural
"Burleson County, Texas",169870,48051,17687,64109,37.74003649849885,Suburban
"San Saba County, Texas",169850,48411,5775,46927,27.62849573152782,Rural
"Prairie County, Montana",169840,30079,1227,44500,26.201130475741877,Rural
"Fulton County, New York",169790,36035,53588,55240,32.53430708522293,Rural
"Randolph County, Alabama",169780,1111,21984,47081,27.73059253151137,Rural
"Raleigh County, West Virginia",169600,54081,74929,43150,25.44221698113208,Suburban
"Fentress County, Tennessee",169590,47049,18385,43464,25.62886962674686,Rural
"Henry County, Tennessee",169590,47079,32298,43444,25.617076478565952,Rural
"Dickey County, North Dakota",169570,38021,5013,58267,34.36162056967624,Rural
"Red Lake County, Minnesota",169560,27125,3921,62417,36.81115829205001,Rural
"Yellow Medicine County, Minnesota",169560,27173,9616,65014,38.34276952111347,Rural
"Sandusky County, Ohio",169490,39143,59013,56414,33.28455956103605,Rural
"Dawson County, Nebraska",169430,31047,24031,58402,34.46969249837691,Rural
"Crawford County, Pennsylvania",169360,42039,84495,55042,32.5,Rural
"Panola County, Texas",169290,48365,22583,54853,32.40179573512907,Rural
"Petersburg city, Virginia",169240,51730,33229,44890,26.52446230205625,Urban
"Love County, Oklahoma",169170,40085,10105,55568,32.84743158,Rural
"Scott County, Missouri",169150,29201,38161,50556,29.888264853680163,Rural
"Torrance County, New Mexico",169140,35057,15150,44819,26.49816719877025,Suburban
"Butler County, Iowa",169110,19023,14421,61109,36.135651351191534,Rural
"Clark County, South Dakota",169100,46025,3791,54473,32.21348314606742,Rural
"Woods County, Oklahoma",169030,40151,8731,55933,33.09057563746081,Rural
"Bennett County, South Dakota",168960,46007,3411,40664,24.067234848484848,Rural
"Trumbull County, Ohio",168900,39155,202199,50258,29.756068679692127,Suburban
"Cherokee County, Texas",168870,48073,50564,54222,32.10872268608989,Rural
"Clarendon County, South Carolina",168750,45027,31613,45542,26.98785185185185,Rural
"Steuben County, New York",168700,36101,94153,58652,34.76704208654416,Rural
"Sheridan County, Montana",168670,30091,3522,58786,34.8526709,Rural
"Jackson County, Minnesota",168610,27063,10016,64134,38.03688986418362,Rural
"Warren County, Indiana",168520,18171,8430,68136,40.43199620223119,Rural
"Ozark County, Missouri",168320,29153,8664,36402,21.626663498098857,Rural
"Putnam County, Florida",168300,12107,73147,39975,23.752228163992868,Rural
"Marion County, West Virginia",168130,54049,56256,55094,32.76869089395111,Rural
"Lawrence County, Missouri",168050,29109,38123,46923,27.922047009818503,Rural
"Anderson County, Texas",167890,48001,58133,49736,29.624158675323127,Rural
"Laclede County, Missouri",167770,29105,35898,46968,27.99546998867497,Rural
"Ohio County, West Virginia",167720,54069,42443,51516,30.71547817791557,Suburban
"Halifax County, Virginia",167620,51083,34228,45962,27.42035556616156,Rural
"Crawford County, Michigan",167490,26039,13102,54240,32.38402292674189,Rural
"Clarion County, Pennsylvania",167400,42031,37571,53096,31.71804062126643,Rural
"Henry County, Iowa",167390,19087,20488,58767,35.10783200908059,Rural
"Clay County, Alabama",167320,1027,14184,45163,26.99199139373655,Rural
"Gilliam County, Oregon",167320,41021,1954,51705,30.90186469041358,Rural
"McCormick County, South Carolina",167300,45065,9584,53193,31.79497907949791,Rural
"Buena Vista County, Iowa",167250,19021,20723,53645,32.07473841554559,Rural
"Clay County, Texas",167030,48077,10236,69967,41.88888223672394,Suburban
"Howell County, Missouri",166940,29091,39753,43200,25.87756080028753,Rural
"Livingston County, Missouri",166940,29117,15001,54309,32.53204744,Rural
"Haywood County, Tennessee",166830,47075,17912,39952,23.947731223401068,Rural
"Edmunds County, South Dakota",166770,46045,4005,69732,41.81327576902321,Rural
"Johnson County, Kentucky",166750,21115,22794,41489,24.88095952023988,Rural
"Wayne County, Indiana",166580,18177,66588,49952,29.98679313242886,Rural
"Roberts County, South Dakota",166480,46109,10254,53618,32.20687169629986,Rural
"Todd County, Kentucky",166470,21219,12206,54823,32.93266053943654,Rural
"Conway County, Arkansas",166430,5029,20687,45812,27.526287328005765,Rural
"Montgomery County, Arkansas",166430,5097,8525,41032,24.65420897674698,Rural
"Menominee County, Michigan",166340,26109,23477,52457,31.53601058073825,Rural
"Fulton County, Indiana",166310,18049,20400,56885,34.20419698,Rural
"Muskogee County, Oklahoma",166270,40101,66881,44166,26.56281951043484,Rural
"Baca County, Colorado",166190,8009,3519,39891,24.00324929297792,Rural
"Chippewa County, Minnesota",166160,27023,12509,59051,35.53863745787193,Rural
"Sargent County, North Dakota",166070,38081,3839,67467,40.62563979044981,Rural
"Sherman County, Kansas",166050,20181,5965,58830,35.42908762420958,Rural
"DeSoto County, Florida",165940,12027,34027,39945,24.071953718211404,Rural
"Grant County, Arkansas",165930,5053,17912,62479,37.65382992828301,Suburban
"Clarke County, Iowa",165930,19039,9736,58617,35.32634243355632,Rural
"Robertson County, Texas",165910,48395,16839,55709,33.57784340907721,Suburban
"Randolph County, Missouri",165840,29175,24880,51403,30.995537867824407,Rural
"Houston County, Texas",165650,48225,22288,43644,26.34711741623906,Rural
"Patrick County, Virginia",165530,51141,17661,47215,28.52353048,Rural
"Houghton County, Michigan",165480,26061,37485,48623,29.38300700991056,Rural
"Monroe County, West Virginia",165440,54063,12492,47417,28.661146034816248,Rural
"Bland County, Virginia",165250,51021,6278,54556,33.01422087745839,Rural
"Harrison County, West Virginia",165180,54033,66222,54124,32.766678774670055,Rural
"Marshall County, Mississippi",165160,28093,34031,42968,26.015984499878908,Urban
"Meriwether County, Georgia",165110,13199,20659,46789,28.338077645206223,Urban
"Mitchell County, Iowa",165000,19131,10526,60991,36.96424242424242,Rural
"Perkins County, Nebraska",164890,31135,2865,57250,34.72011644126387,Rural
"Davis County, Iowa",164870,19051,9066,76755,46.55486140595621,Rural
"Meade County, Kansas",164840,20119,4089,66042,40.06430478039311,Rural
"McDuffie County, Georgia",164810,13189,21727,50721,30.77543838359323,Suburban
"Live Oak County, Texas",164800,48297,11378,52870,32.081310679611654,Rural
"Pittsburg County, Oklahoma",164750,40121,43836,49669,30.148103186646438,Rural
"Calhoun County, South Carolina",164600,45017,14198,52491,31.89003645200486,Suburban
"Greensville County, Virginia",164550,51081,11465,53063,32.247341233667576,Rural
"Laurel County, Kentucky",164500,21125,62090,46604,28.33069908814589,Rural
"Sedgwick County, Colorado",164490,8115,2459,44405,26.99556204024561,Rural
"Geneva County, Alabama",164470,1061,26604,43581,26.49784155165076,Suburban
"Lee County, Illinois",164470,17103,34373,62250,37.84884781419104,Rural
"Madison County, Texas",164380,48313,13579,59923,36.45394816887699,Rural
"Otero County, New Mexico",164290,35035,67298,46949,28.576906689390714,Rural
"Gonzales County, Texas",164240,48177,19720,55698,33.912566975158306,Rural
"Evans County, Georgia",164220,13109,10761,49325,30.03592741444404,Rural
"Van Buren County, Tennessee",164070,47175,6083,44444,27.08843786188822,Rural
"Madison County, Missouri",164040,29123,12597,50529,30.80285296269203,Rural
"Broome County, New York",163990,36007,198591,53982,32.917860845173486,Suburban
"Starke County, Indiana",163960,18149,23275,52802,32.20419614540131,Rural
"Preston County, West Virginia",163960,54077,34266,55755,34.00524518175165,Suburban
"Colfax County, New Mexico",163890,35007,12406,39483,24.091158704008787,Rural
"Perry County, Indiana",163820,18123,19151,54387,33.19924307166402,Rural
"Gallia County, Ohio",163780,39053,29369,50773,31.00073269019416,Rural
"Huron County, Michigan",163760,26063,31542,51924,31.70737664875428,Rural
"Armstrong County, Pennsylvania",163680,42005,65967,56838,34.72507331378299,Urban
"Carroll County, Virginia",163580,51035,29123,45220,27.64396625504341,Rural
"Grant County, New Mexico",163500,35017,28178,39429,24.11559633027523,Rural
"Rock Island County, Illinois",163380,17161,144694,58974,36.09621740727139,Suburban
"Presque Isle County, Michigan",163330,26141,12976,52181,31.94820302455152,Rural
"Scott County, Virginia",163240,51169,21576,42561,26.072653761333008,Suburban
"Graves County, Kentucky",163230,21083,36796,48187,29.520921399252583,Rural
"Stephens County, Oklahoma",163230,40137,42983,53470,32.7574588,Rural
"Redwood County, Minnesota",163160,27127,15435,59638,36.55185094385879,Rural
"Alleghany County, Virginia",163160,51005,15266,49705,30.463961755332196,Rural
"Limestone County, Texas",163120,48293,22252,49507,30.35004904364885,Rural
"Harlan County, Nebraska",162960,31083,3216,59432,36.47029945999018,Rural
"Blair County, Pennsylvania",162830,42013,123132,54368,33.38942455321501,Suburban
"Sheridan County, Kansas",162820,20179,2459,68952,42.34860582238054,Rural
"O'Brien County, Iowa",162750,19141,14139,62292,38.27465437788018,Rural
"McDonald County, Missouri",162750,29119,23267,43086,26.47373271889401,Suburban
"Arkansas County, Arkansas",162730,5001,17273,55022,33.81183555582867,Rural
"Wabash County, Indiana",162710,18169,31120,59611,36.63634687480794,Rural
"Cook County, Georgia",162580,13075,17188,45702,28.11046869233608,Rural
"Belmont County, Ohio",162520,39013,67077,54191,33.344203790302736,Suburban
"Dickinson County, Michigan",162470,26043,25954,54775,33.71391641533822,Rural
"Lunenburg County, Virginia",162460,51111,11982,47269,29.09577742213468,Rural
"Laurens County, Georgia",162430,13175,49202,42315,26.05122206488949,Rural
"Navarro County, Texas",162420,48349,51908,50466,31.071296638345032,Rural
"Coffey County, Kansas",162280,20031,8361,63167,38.92469805274833,Rural
"Potter County, South Dakota",162260,46107,2613,59408,36.612843584370765,Rural
"Wright County, Missouri",162240,29229,18244,40179,24.765162721893493,Rural
"Montmorency County, Michigan",162180,26119,9164,43913,27.076704895794794,Rural
"Henry County, Illinois",162080,17073,49412,62097,38.31256169792695,Suburban
"Greene County, Pennsylvania",162030,42059,36248,57497,35.48540393754243,Rural
"Franklin County, New York",162020,36033,47996,55279,34.11862732995927,Rural
"Saluda County, South Carolina",162020,45081,19008,46451,28.669917294161213,Suburban
"Clay County, Nebraska",162000,31035,6104,70690,43.63580246913581,Rural
"Lake and Peninsula Borough, Alaska",161950,2164,986,49688,30.681074405680764,Rural
"Scott County, Indiana",161880,18143,24290,45794,28.288855942673585,Urban
"Moore County, Texas",161720,48341,21494,55543,34.345164481820426,Rural
"Butler County, Missouri",161690,29023,42314,44842,27.733316840868326,Rural
"Newton County, Indiana",161650,18111,13865,62306,38.54376739870089,Urban
"Decatur County, Tennessee",161470,47039,11460,43817,27.136310150492356,Rural
"Jackson County, Texas",161440,48239,14971,60807,37.66538652130823,Rural
"Lincoln County, Kentucky",161400,21137,24314,45856,28.41140024783148,Rural
"Kearny County, Kansas",161340,20093,4019,61406,38.05999752,Rural
"Tuscola County, Michigan",161320,26157,53288,55174,34.20158690800893,Rural
"Lyon County, Kansas",161070,20111,32318,52591,32.651021295089095,Rural
"Valley County, Nebraska",161040,31175,4031,58015,36.02521112767014,Rural
"Taylor County, West Virginia",161020,54091,16727,52823,32.80524158489629,Rural
"Grundy County, Tennessee",161010,47061,13471,45150,28.041736538103223,Rural
"Pike County, Ohio",160920,39131,27271,44961,27.93997017,Rural
"Adams County, Ohio",160790,39001,27564,44467,27.655326823807453,Rural
"Jennings County, Indiana",160780,18079,27619,63612,39.56462246548078,Rural
"Hill County, Texas",160740,48217,35686,57800,35.958691053875825,Rural
"Iberia Parish, Louisiana",160730,22045,70518,52278,32.52535307658807,Suburban
"Sierra County, New Mexico",160620,35051,11512,35939,22.375171211555223,Rural
"Lewis County, West Virginia",160610,54041,16966,45345,28.232986738061143,Rural
"Saline County, Nebraska",160490,31151,14395,58011,36.14617733,Rural
"Brunswick County, Virginia",160370,51025,16044,49597,30.92660722080189,Rural
"Sabine County, Texas",160320,48403,9974,41308,25.765968063872258,Rural
"Bladen County, North Carolina",160220,37017,30105,39259,24.503183123205595,Rural
"Coffee County, Georgia",160060,13069,43048,44450,27.77083594,Rural
"Marshall County, Oklahoma",160050,40095,15361,51345,32.080599812558575,Rural
"Cherokee County, Iowa",159970,19035,11606,59881,37.43264362067888,Rural
"Fayette County, Pennsylvania",159950,42051,129443,51321,32.08565176617693,Urban
"Morgan County, Tennessee",159930,47129,21158,45133,28.220471456262118,Suburban
"Perry County, Tennessee",159930,47135,8313,51786,32.38041643218909,Rural
"Chemung County, New York",159910,36015,84456,58175,36.37983865924583,Suburban
"Brown County, Texas",159890,48049,38085,49232,30.79116892863844,Rural
"Golden Valley County, Montana",159870,30037,820,46607,29.153061862763497,Suburban
"Grayson County, Virginia",159810,51077,15418,43022,26.92071835304424,Rural
"Val Verde County, Texas",159750,48465,47767,51949,32.51893583724569,Rural
"Yell County, Arkansas",159740,5149,20489,51070,31.97070239,Rural
"McIntosh County, Oklahoma",159630,40091,19105,40792,25.55409384200965,Rural
"Cottonwood County, Minnesota",159610,27033,11484,56297,35.27159952383936,Rural
"Alpena County, Michigan",159590,26007,28913,44864,28.11203709505608,Rural
"Indiana County, Pennsylvania",159550,42063,83620,52546,32.93387652773425,Rural
"Allegany County, Maryland",159440,24001,68684,51090,32.04340190667336,Suburban
"Caldwell County, Missouri",159380,29025,8856,54321,34.08269544484879,Urban
"Chilton County, Alabama",159360,1021,44857,56243,35.293047188755025,Urban
"Columbiana County, Ohio",159290,39029,102331,51664,32.43392554460418,Rural
"Cleburne County, Alabama",159250,1029,15046,48333,30.350392464678176,Rural
"Beauregard Parish, Louisiana",159240,22011,36417,57130,35.87666415473499,Rural
"Lincoln County, Minnesota",159200,27081,5655,58621,36.822236180904525,Rural
"Dickinson County, Kansas",159190,20041,18572,59400,37.31390162698662,Rural
"Custer County, Nebraska",159110,31041,10625,57715,36.27364716234052,Rural
"Sioux County, Nebraska",159110,31165,1081,46769,29.39412984727547,Rural
"Kanawha County, West Virginia",159100,54039,181953,50574,31.78755499685732,Suburban
"Washington County, Illinois",159060,17189,13827,67030,42.14133031560417,Rural
